inference_index,sim_time,v0000,v0001,v0002,v0003,v0004,v0005,v0006,v0007,v0008,v0009,v0010,v0011,v0012,v0013,v0014,v0015,v0016,v0017,v0018,v0019,v0020,v0021,v0022,v0023,v0024,v0025,v0026,v0027,v0028,v0029,v0030,v0031,v0032,v0033,v0034,v0035,v0036,v0037,v0038,v0039,v0040,v0041,v0042,v0043,v0044,v0045,v0046,v0047,v0048,v0049,v0050,v0051,v0052,v0053,v0054,v0055,v0056,v0057,v0058,v0059,v0060,v0061,v0062,v0063,v0064,v0065,v0066,v0067,v0068,v0069,v0070,v0071,v0072,v0073,v0074,v0075,v0076,v0077,v0078,v0079,v0080,v0081,v0082,v0083,v0084,v0085,v0086,v0087,v0088,v0089,v0090,v0091,v0092,v0093,v0094,v0095,v0096,v0097,v0098,v0099,v0100,v0101,v0102,v0103,v0104,v0105,v0106,v0107,v0108,v0109,v0110,v0111,v0112,v0113,v0114,v0115,v0116,v0117,v0118,v0119,v0120,v0121,v0122,v0123,v0124,v0125,v0126,v0127
2368,58.060000,0.145942,-0.036393,-0.063389,0.203299,0.179043,0.000605,-0.376559,-0.019010,0.214541,0.138759,0.010518,0.142657,-0.066057,0.087511,-0.023564,0.086031,0.121964,-0.166717,-0.017834,0.103755,0.235863,0.090483,-0.273721,-0.001747,-0.198056,0.190217,0.003842,0.011283,-0.037949,-0.228311,-0.051814,0.124153,-0.148123,-0.005907,0.247706,-0.159623,-0.308313,0.366117,0.057569,-0.460212,0.607711,0.203489,0.278514,0.046837,-0.203923,-0.237373,-0.121647,0.006451,-0.042177,-0.249501,-0.287290,-0.010713,0.019629,0.019522,0.263184,0.392298,-0.341633,-0.028233,0.358172,0.055153,-0.332050,-0.078476,0.395015,0.315968,0.001953,0.246196,0.260873,0.003607,0.279588,0.138726,0.209999,0.202774,0.166059,-0.123881,-0.196541,0.150607,-0.054886,0.060716,-0.011029,-0.053761,0.209342,0.209060,0.296231,0.337709,0.443873,0.294610,-0.070492,-0.335372,0.230524,-0.013728,-0.188445,0.139860,-0.170957,0.122815,0.006547,0.262778,0.371131,-0.236591,0.012567,0.031845,-0.375836,-0.381711,-0.212196,-0.069247,0.081994,-0.235546,0.258014,-0.248951,0.119632,-0.108548,0.109761,-0.269177,-0.063388,0.122549,0.134487,0.096285,-0.347567,0.279310,0.079146,0.137823,-0.034544,0.090923,0.030540,0.176499,0.091687,-0.112780,0.034399,0.058846
2369,58.080000,0.156536,-0.037697,-0.068476,0.199743,0.165026,0.000783,-0.400417,-0.038619,0.218522,0.136375,0.019992,0.097575,-0.061995,0.077505,-0.013626,0.097170,0.113335,-0.167860,-0.020811,0.106389,0.254880,0.090817,-0.262597,-0.003953,-0.200462,0.237718,0.008393,0.011838,-0.033834,-0.220736,-0.053076,0.100056,-0.144723,0.000039,0.243035,-0.149240,-0.322982,0.371190,0.059422,-0.471654,0.605864,0.204003,0.282086,0.047325,-0.200404,-0.229206,-0.104907,0.003467,-0.042193,-0.249303,-0.270224,-0.013892,0.029896,0.021659,0.305849,0.402762,-0.353883,-0.027809,0.367734,0.078250,-0.335069,-0.091702,0.395477,0.305077,0.002292,0.255290,0.247074,0.003650,0.271818,0.153157,0.220896,0.231848,0.153036,-0.116446,-0.196475,0.129605,-0.054220,0.064837,-0.012543,-0.036387,0.218220,0.226174,0.305914,0.328311,0.443920,0.294399,-0.068640,-0.325558,0.254436,-0.017372,-0.187049,0.145462,-0.176261,0.126151,0.010137,0.262706,0.371381,-0.238496,0.011657,0.035269,-0.379529,-0.385450,-0.204174,-0.064448,0.095082,-0.229350,0.255067,-0.245613,0.119989,-0.106493,0.104517,-0.265118,-0.063876,0.133701,0.136601,0.089925,-0.332522,0.282580,0.082408,0.150708,-0.032898,0.117688,0.020894,0.181745,0.091711,-0.125137,0.034061,0.056438
2370,58.100000,0.164851,-0.038713,-0.061221,0.192822,0.192837,0.001623,-0.396681,-0.017063,0.220726,0.131016,0.006280,0.002438,-0.040924,0.087626,-0.004085,0.102004,0.104362,-0.156732,-0.021657,0.114025,0.247280,0.090537,-0.274459,0.004534,-0.206934,0.297891,0.007863,0.013067,-0.014550,-0.220501,-0.050432,0.075142,-0.137774,0.010318,0.271871,-0.138746,-0.321068,0.369832,0.061796,-0.478709,0.611518,0.205000,0.277484,0.045089,-0.204833,-0.236682,-0.092767,0.000201,-0.043304,-0.247499,-0.277103,-0.020759,0.046941,0.021934,0.322369,0.384461,-0.363099,-0.014450,0.364847,0.106529,-0.341502,-0.077152,0.405144,0.278770,0.003653,0.246152,0.244642,0.003240,0.297300,0.161878,0.218494,0.241623,0.134370,-0.108385,-0.202789,0.115742,-0.051072,0.065110,-0.012302,-0.005473,0.242526,0.242770,0.315333,0.317980,0.443088,0.291668,-0.047978,-0.311781,0.268523,-0.021465,-0.187157,0.146933,-0.197098,0.138612,0.014196,0.249682,0.348303,-0.255149,0.010854,0.027163,-0.379002,-0.385955,-0.198464,-0.067937,0.122582,-0.230651,0.250365,-0.226855,0.132185,-0.107446,0.095915,-0.280817,-0.066609,0.118245,0.134763,0.095541,-0.329113,0.287184,0.085481,0.139817,-0.073161,0.090377,0.030836,0.193757,0.075827,-0.134268,0.030103,0.057030
2371,58.120000,0.138454,-0.035580,-0.055775,0.165319,0.186357,0.002256,-0.379649,-0.021098,0.214547,0.134157,-0.019249,-0.103533,-0.049983,0.082092,-0.004310,0.086038,0.102818,-0.156873,-0.020115,0.109954,0.227402,0.101088,-0.266153,0.000309,-0.223422,0.331711,0.012141,0.011610,0.003706,-0.217162,-0.045723,0.089198,-0.142027,0.018006,0.269989,-0.120795,-0.333691,0.375948,0.076384,-0.471729,0.597794,0.211992,0.275092,0.044231,-0.187605,-0.241206,-0.097133,0.009562,-0.045867,-0.262073,-0.281092,-0.038168,0.056717,0.022608,0.351991,0.391150,-0.376304,-0.026252,0.361585,0.156783,-0.334825,-0.086565,0.404911,0.232758,0.003406,0.247072,0.222100,0.002926,0.287843,0.170084,0.225105,0.239182,0.141385,-0.111970,-0.209800,0.122984,-0.050245,0.066629,-0.011607,0.012279,0.209692,0.269626,0.301804,0.303312,0.452139,0.302371,-0.045997,-0.294335,0.276950,-0.028203,-0.188241,0.150538,-0.200238,0.124225,0.013707,0.256235,0.327806,-0.265425,0.012938,-0.005382,-0.383556,-0.384674,-0.181995,-0.046681,0.148496,-0.231534,0.242238,-0.183092,0.147769,-0.113291,0.093499,-0.273177,-0.074892,0.097922,0.124915,0.089533,-0.335435,0.302021,0.092272,0.109285,-0.045504,0.087550,0.034512,0.200031,0.060598,-0.137356,0.027419,0.051023
2372,58.140000,0.123131,-0.032811,-0.037769,0.145497,0.215455,0.002167,-0.374142,-0.009926,0.218492,0.151174,-0.066533,-0.216812,-0.048953,0.101569,-0.011002,0.072581,0.100115,-0.161931,-0.010867,0.110599,0.197608,0.099628,-0.270356,-0.003550,-0.235887,0.361481,0.013267,0.011870,0.019439,-0.208707,-0.055442,0.125903,-0.138014,0.025463,0.266066,-0.114490,-0.334483,0.381305,0.085901,-0.478144,0.594630,0.201593,0.268653,0.039525,-0.155030,-0.251703,-0.118961,0.013178,-0.042068,-0.276630,-0.285253,-0.059037,0.073490,0.019857,0.349034,0.383503,-0.385563,-0.012725,0.358704,0.223334,-0.322116,-0.065101,0.409931,0.164489,0.003656,0.237683,0.203810,0.003098,0.314709,0.185001,0.218667,0.242417,0.136991,-0.111898,-0.215505,0.084262,-0.048654,0.061972,-0.010598,0.024324,0.219032,0.290299,0.286479,0.274049,0.453431,0.304490,-0.060490,-0.291899,0.271294,-0.033986,-0.186271,0.158826,-0.205017,0.096332,0.015132,0.271643,0.285741,-0.270092,0.011453,-0.072304,-0.378354,-0.378725,-0.180994,-0.029632,0.180285,-0.236653,0.248665,-0.123917,0.137547,-0.121141,0.094195,-0.279653,-0.080066,0.061712,0.112539,0.084711,-0.329951,0.326308,0.097170,0.051622,-0.045055,0.065572,0.033228,0.199327,-0.000919,-0.136537,0.022762,0.048060
2373,58.160000,0.094465,-0.018635,-0.022085,0.135245,0.186276,0.002709,-0.331077,-0.021536,0.234854,0.166183,-0.129362,-0.326638,-0.054570,0.102479,-0.013011,0.053003,0.101452,-0.177697,0.001350,0.110373,0.179445,0.105766,-0.253108,-0.007412,-0.252286,0.378084,0.018042,0.013362,0.053191,-0.219792,-0.061769,0.145628,-0.148933,0.031909,0.284573,-0.094770,-0.327660,0.386831,0.100851,-0.481881,0.575356,0.201478,0.284120,0.039795,-0.126028,-0.255153,-0.136950,0.022941,-0.044298,-0.285682,-0.277124,-0.088902,0.092569,0.015905,0.357871,0.355964,-0.386852,-0.008155,0.343641,0.295084,-0.315779,-0.094793,0.418773,0.083350,0.002571,0.227976,0.185318,0.002832,0.312266,0.197200,0.233861,0.216707,0.128798,-0.108358,-0.230869,0.048042,-0.048321,0.049608,-0.008110,0.015936,0.201898,0.328422,0.256485,0.234039,0.457515,0.322788,-0.086322,-0.285385,0.273219,-0.026944,-0.186274,0.156731,-0.202372,0.047313,0.016699,0.277392,0.256599,-0.267539,0.009704,-0.140228,-0.378895,-0.374413,-0.168907,-0.010521,0.229682,-0.252524,0.260907,-0.053194,0.121381,-0.125912,0.083231,-0.298628,-0.086141,0.012454,0.097900,0.064430,-0.342107,0.347054,0.093265,-0.008011,-0.042019,0.056583,0.028898,0.209889,-0.060132,-0.123999,0.019607,0.044593
2374,58.180000,0.070220,-0.004754,0.000627,0.115580,0.241038,0.002319,-0.285490,-0.002621,0.239910,0.181285,-0.161621,-0.408034,-0.042602,0.136924,-0.020036,0.036814,0.108604,-0.180849,0.012476,0.106485,0.152671,0.097867,-0.234128,-0.010024,-0.278359,0.368696,0.016137,0.011764,0.095209,-0.233749,-0.061485,0.172555,-0.158795,0.035444,0.294965,-0.079044,-0.316002,0.392651,0.113827,-0.497433,0.558274,0.184085,0.288679,0.037571,-0.095004,-0.270487,-0.151431,0.032301,-0.045891,-0.290941,-0.280906,-0.127535,0.105199,0.014591,0.360247,0.313342,-0.388630,0.018412,0.331996,0.370068,-0.297975,-0.042247,0.415339,-0.006947,0.001734,0.213975,0.161241,0.002756,0.328863,0.197038,0.249293,0.190933,0.111897,-0.113379,-0.223349,0.011536,-0.043181,0.044481,-0.005705,0.010822,0.181947,0.344829,0.240175,0.188325,0.426126,0.346556,-0.118245,-0.284229,0.253152,-0.009965,-0.185259,0.155314,-0.184184,-0.008405,0.010184,0.301114,0.186883,-0.265314,0.012926,-0.203251,-0.368639,-0.374422,-0.166252,0.008038,0.268223,-0.254069,0.278007,0.042664,0.075630,-0.131340,0.085172,-0.312845,-0.089151,-0.048832,0.085763,0.055671,-0.358218,0.381334,0.083311,-0.095384,-0.052615,0.039824,0.019420,0.217536,-0.137256,-0.077216,0.018407,0.040526
2375,58.200000,0.049262,0.017845,0.033038,0.098934,0.212971,0.001155,-0.232852,-0.000443,0.274742,0.194519,-0.194745,-0.465791,-0.010822,0.133606,-0.037988,0.026378,0.122453,-0.194865,0.024880,0.099856,0.115932,0.076380,-0.212584,-0.011523,-0.314005,0.345148,0.020199,0.009933,0.141759,-0.233898,-0.056663,0.186525,-0.167781,0.027037,0.289535,-0.055697,-0.319572,0.397337,0.132319,-0.496597,0.543150,0.174380,0.286971,0.039523,-0.065312,-0.278842,-0.165132,0.058225,-0.054024,-0.311130,-0.289342,-0.175241,0.112481,0.012505,0.363922,0.257790,-0.372498,0.036212,0.350006,0.419355,-0.296294,-0.061598,0.406945,-0.087911,-0.001814,0.192266,0.137468,0.002444,0.316174,0.179206,0.267544,0.140715,0.114579,-0.126775,-0.192384,-0.015202,-0.041260,0.039775,-0.001779,-0.033223,0.142234,0.330957,0.223392,0.137617,0.388679,0.366659,-0.185340,-0.286482,0.247542,0.021683,-0.178854,0.142687,-0.171229,-0.061259,-0.013299,0.319363,0.096080,-0.247526,0.012083,-0.267698,-0.358222,-0.374240,-0.165951,0.061706,0.306747,-0.268195,0.309271,0.155008,-0.009179,-0.143861,0.072463,-0.334792,-0.097200,-0.117550,0.072317,0.058442,-0.386636,0.397804,0.068475,-0.173447,-0.096083,0.036172,0.020820,0.234935,-0.204299,-0.009372,0.019197,0.034362
2376,58.220000,0.036069,0.021339,0.062287,0.080306,0.218230,-0.001402,-0.198733,-0.042484,0.284263,0.208513,-0.232437,-0.484936,0.021540,0.155359,-0.055046,0.015501,0.122893,-0.237978,0.032224,0.085793,0.055875,0.063636,-0.182722,-0.017822,-0.355756,0.262870,0.031514,0.004666,0.159922,-0.203378,-0.052646,0.210851,-0.168526,0.015610,0.261870,-0.035380,-0.331754,0.388220,0.145560,-0.478384,0.529374,0.169842,0.281082,0.042317,-0.028484,-0.246211,-0.188099,0.053785,-0.049372,-0.310382,-0.285301,-0.215544,0.101469,0.010224,0.363712,0.242504,-0.349805,0.044187,0.364077,0.431555,-0.296287,-0.045211,0.395107,-0.140819,-0.002808,0.179331,0.135134,0.002735,0.289167,0.158698,0.262194,0.096411,0.147138,-0.143570,-0.147701,-0.011282,-0.042013,0.037304,0.001877,-0.085315,0.118205,0.339304,0.226582,0.103860,0.351360,0.376857,-0.264712,-0.309278,0.231246,0.058636,-0.173144,0.128974,-0.179406,-0.092407,-0.051628,0.336922,0.037955,-0.228788,0.011139,-0.320606,-0.367110,-0.382177,-0.183870,0.123606,0.331329,-0.286789,0.332684,0.170479,-0.098742,-0.146862,0.073947,-0.323960,-0.112369,-0.175227,0.060249,0.094705,-0.401152,0.426168,0.054855,-0.238776,-0.116270,0.026062,0.006944,0.251426,-0.255845,0.060247,0.023120,0.024502
2377,58.240000,0.030417,0.013519,0.072827,0.074213,0.194023,-0.003705,-0.156696,-0.086059,0.275135,0.215060,-0.240567,-0.458767,0.042802,0.147163,-0.089142,0.004829,0.140462,-0.258943,0.035383,0.078546,0.028013,0.055033,-0.187179,-0.019331,-0.384546,0.183065,0.039948,0.005888,0.139917,-0.194319,-0.056644,0.222145,-0.178142,0.005321,0.252120,-0.035316,-0.342367,0.364089,0.141335,-0.444660,0.513381,0.170486,0.304651,0.051919,-0.013568,-0.232228,-0.199253,0.047575,-0.046600,-0.320102,-0.302536,-0.230923,0.081241,0.008646,0.327100,0.240293,-0.328652,0.028917,0.372388,0.388033,-0.310036,-0.054611,0.362748,-0.122307,-0.005152,0.161139,0.126204,0.003448,0.257946,0.136418,0.247555,0.069020,0.177741,-0.165096,-0.110924,0.008588,-0.050980,0.035171,0.004791,-0.157380,0.086013,0.331783,0.235224,0.089621,0.325828,0.390721,-0.322603,-0.351814,0.210633,0.083159,-0.175513,0.112115,-0.193664,-0.079651,-0.074819,0.340968,0.020684,-0.228776,0.007195,-0.321939,-0.372188,-0.395703,-0.204090,0.158832,0.356357,-0.289054,0.336201,0.084934,-0.138101,-0.146035,0.077944,-0.325796,-0.124640,-0.222197,0.058307,0.117710,-0.425155,0.416842,0.039835,-0.272984,-0.132592,0.025934,-0.002280,0.258827,-0.267931,0.109327,0.029613,0.018530
2378,58.260000,0.027927,-0.001464,0.089212,0.068480,0.186778,-0.004998,-0.131919,-0.109714,0.259548,0.229790,-0.227710,-0.394987,0.039104,0.137226,-0.116183,-0.004776,0.162941,-0.254370,0.035751,0.072809,0.002497,0.062773,-0.214241,-0.016812,-0.402862,0.138297,0.040956,0.005902,0.116004,-0.198036,-0.047846,0.239191,-0.183632,-0.011413,0.258993,-0.045247,-0.340288,0.342167,0.132164,-0.408607,0.517290,0.184830,0.321487,0.059757,-0.016084,-0.223192,-0.203013,0.030291,-0.048290,-0.321467,-0.313366,-0.213708,0.052328,0.005248,0.269805,0.253292,-0.326081,0.011732,0.363253,0.302639,-0.333619,-0.064580,0.344674,-0.037768,-0.005684,0.151935,0.120065,0.003549,0.232335,0.104723,0.227242,0.063520,0.193984,-0.176426,-0.090316,0.026834,-0.060885,0.035497,0.006277,-0.196501,0.091563,0.339549,0.236866,0.093376,0.314862,0.392647,-0.331165,-0.370495,0.166218,0.084552,-0.174791,0.092477,-0.204738,-0.055784,-0.078582,0.325829,0.036004,-0.241058,0.007241,-0.314266,-0.380295,-0.403538,-0.233232,0.145075,0.354203,-0.280317,0.302457,-0.024646,-0.089499,-0.147834,0.084915,-0.316399,-0.135185,-0.230561,0.064268,0.126428,-0.439171,0.399481,0.029137,-0.278140,-0.121062,0.026905,0.009992,0.258529,-0.250677,0.124782,0.031523,0.020906
2379,58.280000,0.029904,-0.023343,0.075356,0.068317,0.233274,-0.006291,-0.148521,-0.124682,0.243198,0.230145,-0.217731,-0.277621,0.012154,0.142787,-0.121094,-0.005536,0.172805,-0.242097,0.028775,0.073569,-0.003644,0.076945,-0.228189,-0.011278,-0.393752,0.119110,0.034478,0.002486,0.085866,-0.208293,-0.037627,0.260398,-0.187283,-0.011046,0.287317,-0.070562,-0.331721,0.329718,0.121021,-0.414755,0.527638,0.201276,0.330513,0.061818,-0.047808,-0.213200,-0.203643,0.021488,-0.044628,-0.316985,-0.317022,-0.177554,0.021877,0.005645,0.241989,0.289950,-0.337359,-0.004246,0.344183,0.224320,-0.347106,-0.022288,0.337931,0.068635,-0.003358,0.164148,0.136224,0.003754,0.243797,0.087174,0.211645,0.056014,0.213675,-0.178140,-0.090139,0.057850,-0.063182,0.039377,0.006679,-0.197083,0.112531,0.363774,0.240691,0.112943,0.312246,0.393153,-0.307899,-0.362531,0.119108,0.068087,-0.179014,0.082736,-0.202717,-0.023594,-0.056267,0.319895,0.100512,-0.266311,0.009612,-0.292137,-0.393505,-0.405610,-0.250994,0.095591,0.328470,-0.272625,0.280862,-0.111723,0.012956,-0.151982,0.097041,-0.293776,-0.140461,-0.202481,0.074009,0.150484,-0.444348,0.385596,0.023625,-0.266842,-0.077465,0.018526,0.014005,0.242204,-0.209891,0.112181,0.029276,0.026235
2380,58.300000,0.034878,-0.035436,0.050946,0.083693,0.205062,-0.004140,-0.186670,-0.118415,0.245450,0.219863,-0.182785,-0.098384,-0.024572,0.115221,-0.094437,0.004730,0.154941,-0.249047,0.022254,0.078113,0.033682,0.080953,-0.243042,-0.008637,-0.368121,0.093643,0.028201,0.004277,0.048497,-0.213731,-0.042611,0.248450,-0.188101,-0.008205,0.295864,-0.117775,-0.328829,0.335624,0.115492,-0.425338,0.530843,0.210730,0.315347,0.067412,-0.109099,-0.210409,-0.193261,0.039377,-0.042353,-0.292443,-0.326612,-0.132083,0.014115,0.005155,0.187747,0.309156,-0.344837,-0.013335,0.333349,0.169309,-0.337633,-0.051409,0.333394,0.157847,-0.000541,0.173169,0.159028,0.003299,0.238442,0.080385,0.194439,0.045815,0.224203,-0.174613,-0.117132,0.087336,-0.066976,0.038254,0.005606,-0.180608,0.115543,0.355066,0.255707,0.148170,0.329492,0.373246,-0.279190,-0.357336,0.110467,0.044761,-0.193757,0.088894,-0.201249,0.026112,-0.021978,0.319235,0.198614,-0.294960,0.009213,-0.245115,-0.395998,-0.418968,-0.235158,0.013307,0.270422,-0.268081,0.284702,-0.171786,0.107996,-0.150937,0.094911,-0.265037,-0.128795,-0.159337,0.080548,0.161733,-0.437966,0.354933,0.022839,-0.234738,-0.058815,0.020240,0.023342,0.210038,-0.156822,0.082404,0.027418,0.034414
2381,58.320000,0.043526,-0.038487,0.003996,0.105359,0.232606,-0.003694,-0.220735,-0.072746,0.244698,0.194704,-0.118664,0.113681,-0.059587,0.120366,-0.065201,0.021931,0.134293,-0.240404,0.011674,0.084064,0.078673,0.090664,-0.251135,0.008216,-0.322144,0.071562,0.016230,0.004499,0.010671,-0.222652,-0.057635,0.218376,-0.180681,-0.021964,0.312832,-0.155843,-0.315273,0.338114,0.088000,-0.439724,0.541353,0.218750,0.311415,0.057687,-0.163391,-0.213097,-0.177901,0.033197,-0.038791,-0.254919,-0.316143,-0.089902,0.037036,0.006753,0.139364,0.321303,-0.356542,-0.020810,0.329750,0.123436,-0.329687,-0.034951,0.353310,0.236335,-0.000748,0.177636,0.187825,0.003153,0.254005,0.089091,0.184399,0.047589,0.236013,-0.163292,-0.149104,0.123358,-0.060577,0.040685,0.002917,-0.170149,0.126627,0.335282,0.267970,0.207822,0.349513,0.345524,-0.221050,-0.365927,0.116862,0.023629,-0.204876,0.097001,-0.181541,0.083242,0.000443,0.306257,0.275619,-0.302777,0.010792,-0.180036,-0.401947,-0.425055,-0.218114,-0.060463,0.212220,-0.268321,0.269815,-0.205495,0.163680,-0.143972,0.098857,-0.253151,-0.101564,-0.074996,0.095568,0.157743,-0.405780,0.315016,0.026577,-0.172899,-0.039945,0.022829,0.035914,0.185190,-0.066668,0.030847,0.029661,0.042471
2382,58.340000,0.058603,-0.051971,-0.028096,0.131478,0.178902,-0.002467,-0.277261,-0.045484,0.240325,0.175089,-0.094144,0.254469,-0.081497,0.088271,-0.044160,0.040736,0.123532,-0.222743,0.002555,0.091650,0.140657,0.087178,-0.273208,0.020747,-0.272173,0.036736,0.009627,0.007203,-0.030184,-0.227681,-0.073440,0.188346,-0.162702,-0.018910,0.303906,-0.177328,-0.302220,0.337489,0.072293,-0.449051,0.552449,0.218872,0.307653,0.059291,-0.209891,-0.226576,-0.177938,0.008299,-0.038328,-0.244544,-0.309486,-0.043667,0.050404,0.009617,0.121368,0.346804,-0.356242,-0.030917,0.348194,0.073885,-0.338924,-0.080678,0.376916,0.314826,0.000576,0.176279,0.236459,0.003145,0.235965,0.099160,0.171320,0.064742,0.212873,-0.158143,-0.188010,0.160499,-0.061576,0.045488,-0.001392,-0.156991,0.147550,0.268870,0.277281,0.274153,0.412014,0.321751,-0.182693,-0.366769,0.164088,0.009400,-0.215897,0.105584,-0.162056,0.127689,0.002034,0.303606,0.317233,-0.294734,0.008418,-0.075013,-0.376973,-0.420552,-0.211456,-0.139414,0.158435,-0.258378,0.245776,-0.229779,0.153153,-0.142549,0.095676,-0.273988,-0.085585,0.013131,0.110412,0.152764,-0.372742,0.276144,0.033674,-0.070934,-0.057259,0.056716,0.039803,0.183438,0.004340,-0.041656,0.034024,0.053931
2383,58.360000,0.097499,-0.042833,-0.063817,0.165791,0.230848,-0.002315,-0.325171,-0.044377,0.202457,0.159021,-0.038913,0.317689,-0.092131,0.096636,-0.048283,0.057882,0.114282,-0.197773,-0.008065,0.099005,0.187047,0.085011,-0.263683,0.019049,-0.227369,0.044868,0.003651,0.006795,-0.042239,-0.232888,-0.078067,0.159317,-0.149975,-0.006885,0.261383,-0.188007,-0.302044,0.335065,0.061465,-0.465319,0.576426,0.214318,0.304537,0.051531,-0.215722,-0.236822,-0.156770,-0.026601,-0.036744,-0.239349,-0.295043,-0.006398,0.055527,0.013672,0.139118,0.381755,-0.352200,-0.040428,0.363090,0.028517,-0.333093,-0.047632,0.377304,0.344968,0.001737,0.214142,0.270419,0.003844,0.244460,0.109054,0.180234,0.102073,0.194159,-0.145754,-0.214586,0.191281,-0.054825,0.055877,-0.006820,-0.140422,0.190773,0.212803,0.284291,0.331359,0.440891,0.306766,-0.138003,-0.364022,0.190543,-0.003946,-0.204973,0.118328,-0.156893,0.146024,0.000603,0.299263,0.368924,-0.269419,0.011862,0.013970,-0.360158,-0.404069,-0.214912,-0.141577,0.107881,-0.237456,0.238286,-0.234733,0.119343,-0.120566,0.104774,-0.267855,-0.069993,0.116624,0.128122,0.144023,-0.349028,0.261781,0.046210,0.038831,-0.036258,0.070546,0.040298,0.178296,0.074206,-0.089530,0.037091,0.057245
2384,58.380000,0.140012,-0.031906,-0.105333,0.212850,0.180739,-0.000394,-0.354934,-0.072219,0.196056,0.150707,0.020371,0.289149,-0.077579,0.067117,-0.034015,0.069558,0.116233,-0.175155,-0.016747,0.116797,0.231816,0.082356,-0.253056,0.010583,-0.204574,0.116409,0.002846,0.008831,-0.056073,-0.236813,-0.074654,0.104329,-0.144072,0.015963,0.245259,-0.172086,-0.315005,0.337385,0.058177,-0.465801,0.587413,0.205665,0.314811,0.051916,-0.223695,-0.228832,-0.114388,-0.024271,-0.042004,-0.263254,-0.281623,0.008656,0.057690,0.017106,0.187207,0.384967,-0.352349,-0.061362,0.353999,0.026062,-0.338985,-0.070646,0.375542,0.342844,0.002592,0.238082,0.279705,0.003986,0.231586,0.120725,0.207362,0.143531,0.150175,-0.128461,-0.232941,0.178503,-0.057232,0.067431,-0.011603,-0.104973,0.210620,0.175839,0.299808,0.351007,0.438852,0.301282,-0.107964,-0.339904,0.234922,-0.008276,-0.207028,0.131816,-0.169902,0.140630,0.002309,0.272803,0.397741,-0.254669,0.009140,0.080865,-0.358903,-0.409958,-0.211393,-0.121040,0.098601,-0.208186,0.238848,-0.237650,0.091328,-0.108295,0.096311,-0.286144,-0.061466,0.170441,0.135367,0.136002,-0.334725,0.253663,0.061563,0.117415,-0.055679,0.098634,0.030623,0.185215,0.115107,-0.114168,0.038659,0.064451
2385,58.400000,0.189006,-0.024963,-0.086423,0.219143,0.240440,-0.000828,-0.384372,-0.049398,0.174983,0.126054,0.061323,0.178412,-0.045268,0.080916,-0.037375,0.079952,0.101796,-0.181096,-0.020348,0.116449,0.239245,0.078063,-0.264270,0.014338,-0.200792,0.206506,0.004342,0.010437,-0.040270,-0.243510,-0.066971,0.068849,-0.133413,0.035278,0.247532,-0.148758,-0.334332,0.332705,0.057414,-0.460709,0.604675,0.198677,0.293005,0.050206,-0.239319,-0.242039,-0.094181,-0.016383,-0.044401,-0.257793,-0.287972,0.010658,0.054389,0.024665,0.266126,0.369908,-0.342862,-0.032972,0.370658,0.038953,-0.346465,0.004098,0.370424,0.328982,0.003814,0.248062,0.287818,0.004498,0.278974,0.137435,0.205691,0.187711,0.125666,-0.120180,-0.230468,0.158201,-0.053077,0.076284,-0.015624,-0.036146,0.272890,0.198337,0.323779,0.346030,0.444844,0.308270,-0.100113,-0.320624,0.266596,-0.009098,-0.197702,0.148555,-0.220352,0.136156,0.012043,0.274151,0.380574,-0.242187,0.014442,0.096676,-0.340902,-0.405235,-0.197051,-0.099594,0.101481,-0.206018,0.250501,-0.226834,0.099502,-0.112753,0.101094,-0.303637,-0.055146,0.147251,0.142197,0.135483,-0.314452,0.266403,0.068184,0.141994,-0.109974,0.102221,0.023960,0.214538,0.116491,-0.123788,0.038870,0.065805
2386,58.420000,0.183990,-0.034460,-0.086043,0.211564,0.178437,-0.001209,-0.386909,-0.070060,0.187788,0.121155,0.044710,0.026486,-0.031367,0.070971,-0.034690,0.069948,0.089865,-0.188317,-0.020666,0.112984,0.236237,0.084162,-0.253787,0.011240,-0.221973,0.288520,0.012378,0.012570,-0.024904,-0.232355,-0.054145,0.043919,-0.128467,0.020468,0.240519,-0.131260,-0.370447,0.348439,0.069621,-0.439513,0.601710,0.202669,0.282734,0.049443,-0.233943,-0.224133,-0.088688,0.000757,-0.050360,-0.263110,-0.280191,-0.013127,0.055168,0.026428,0.334550,0.368504,-0.343245,-0.017936,0.364360,0.074434,-0.349995,-0.049020,0.356473,0.267298,0.005185,0.251545,0.288767,0.003167,0.267653,0.156185,0.215020,0.204931,0.145007,-0.121928,-0.216510,0.144593,-0.055993,0.080407,-0.013971,-0.003982,0.240282,0.238389,0.333547,0.324870,0.445929,0.291339,-0.088112,-0.287267,0.297650,-0.010715,-0.193739,0.148054,-0.249415,0.136847,0.015143,0.253109,0.372390,-0.236168,0.011203,0.058915,-0.365378,-0.429288,-0.182600,-0.075842,0.126732,-0.221500,0.244938,-0.193793,0.128517,-0.117608,0.094500,-0.302859,-0.053926,0.127058,0.133407,0.127195,-0.310311,0.278848,0.071920,0.124851,-0.105331,0.107875,0.017111,0.243163,0.115404,-0.122671,0.036807,0.066186
